

国内|央视 ,#genre#
CCTV9, https://5r5tv.71781011.xyz/stream/channelid/1186199949?ticket=240361d957985a35eaded4f0d4cf0c0ba17a5925&profile=pass
CCTV10, https://5r5tv.71781011.xyz/stream/channelid/1315203700?ticket=4496bd764b8fbcecfb9293d33f1defaadee1e310&profile=pass
CCTV11, https://5r5tv.71781011.xyz/stream/channelid/644660828?ticket=dd7d6b3ad731695ae443e34a595fd37953c77975&profile=pass
CCTV12, https://5r5tv.71781011.xyz/stream/channelid/1101372129?ticket=0410d5eb1535a5186addc205d72f5fdb18d9baf2&profile=pass
CCTV13, https://5r5tv.71781011.xyz/stream/channelid/336159130?ticket=d9e46f63d774036f30705ec580390e0659ab27f9&profile=pass
CCTV14, https://5r5tv.71781011.xyz/stream/channelid/548544637?ticket=581b6d8a6a02034b978601f90bea96c66ed09ea1&profile=pass
CCTV15, https://5r5tv.71781011.xyz/stream/channelid/868638107?ticket=9fc31631065a4db0fefeb1620828921dc9bf3d9c&profile=pass
CCTV16, https://5r5tv.71781011.xyz/stream/channelid/858436302?ticket=7bb605496327bf3d91c5bcea6c0efdef240b8858&profile=pass
CCTV17, https://5r5tv.71781011.xyz/stream/channelid/1469421407?ticket=35f26d0f67cb1d8d5b55cc4d71be23de24de501c&profile=pass
CCTV-4K, https://5r5tv.71781011.xyz/stream/channelid/1085236319?ticket=67e9fd48cddb8b43b334f5428f2ce8ae2f9b5af5&profile=pass
CCTV4 中文, https://5r5tv.71781011.xyz/stream/channelid/1563588077?ticket=39a877be8e91f9e34fedf07e8dd677a38c9faf27&profile=pass
CGTN 记录, https://5r5tv.71781011.xyz/stream/channelid/1751489001?ticket=aff5e92148b2f757a39d2afd33d64912f0759592&profile=pass
CGTN 新闻, https://5r5tv.71781011.xyz/stream/channelid/733594934?ticket=6ded7ae1527621625b248901965e30eea63bae95&profile=pass
CCTV4 欧洲, https://5r5tv.71781011.xyz/stream/channelid/896506571?ticket=9003a05487466c8736d82683d6b20227c57d0c40&profile=pass
CCTV4 美洲, https://5r5tv.71781011.xyz/stream/channelid/470013810?ticket=466867716f7f8038902a1bc8b3e65ecb7bf6845a&profile=pass
CGTN 俄语, https://5r5tv.71781011.xyz/stream/channelid/1744203659?ticket=e92083856609614c15e4ecdf55d4cbe717667ac8&profile=pass
CGTN 法语, https://5r5tv.71781011.xyz/stream/channelid/1610422478?ticket=c5508996d906149edd2e4bc14ecb2ba1a516a04a&profile=pass
CGTN 西班牙语, https://5r5tv.71781011.xyz/stream/channelid/2111777329?ticket=31a6024755b499a51c1f0af2f217e7b3585b9076&profile=pass
CGTN 阿拉伯语, https://5r5tv.71781011.xyz/stream/channelid/10133050?ticket=9d4b08d1e495c43b4b95a2dd0419f5f5f4d042b1&profile=pass
中国交通, https://5r5tv.71781011.xyz/stream/channelid/1856002671?ticket=1ef3fc24260463939f0046a944a2a48185b13255&profile=pass
CETV1, https://5r5tv.71781011.xyz/stream/channelid/921730378?ticket=90fc8100a1df80607a5132d7a9bce822608c53fc&profile=pass
CETV2, https://5r5tv.71781011.xyz/stream/channelid/1714239648?ticket=9c45335a5f74ec6c083a87a75f32c7a87dda8a6b&profile=pass
CETV3, https://5r5tv.71781011.xyz/stream/channelid/741677930?ticket=5465b6a9109a0c85c3022493896810d283d0aa72&profile=pass
CETV4, https://5r5tv.71781011.xyz/stream/channelid/933820691?ticket=25923d6778167201a6d5fe7001525076e86a3805&profile=pass




CCTV1, http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV2, http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV3, http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV4, http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV5, http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV5+, http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV6, http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV7, http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV8, http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV9, http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV10, http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV11, http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV12, http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV13, http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV14, http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV15, http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV16, http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV17, http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV4K,  http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV8K, http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
大湾区国际,  http://38.75.136.137:98/gslb/dsdqpub/gdgj.m3u8?auth=testpub
中国教育1,  http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub
中国教育4,  http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub
兵器科技,  http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
发现之旅,  http://38.75.136.137:98/gslb/dsdqpub/fxzl.m3u8?auth=testpub
世界地理,  http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
怀旧剧场,  http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
重温经典,  http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
老故事,  http://38.75.136.137:98/gslb/dsdqpub/lgs.m3u8?auth=testpub
第一剧场,  http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
风云足球,  http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
风云剧场,  http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
风云音乐,  http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
央视台球,  http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
高尔夫•网球,  http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub



CCTV1, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078201_dlna.m3u8
CCTV2, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024075401_dlna.m3u8
CCTV3, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024068501_dlna.m3u8
CCTV4, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2029797101_dlna.m3u8
CCTV5, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078401_dlna.m3u8
CCTV5+, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078001_dlna.m3u8
CCTV6, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2013693901_dlna.m3u8
CCTV7, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024072001_dlna.m3u8
CCTV8, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2029793001_dlna.m3u8
CCTV9, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078601_dlna.m3u8
CCTV10, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078701_dlna.m3u8
CCTV11, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2027248701_dlna.m3u8
CCTV12, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2027248801_dlna.m3u8
CCTV13, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2029797201_dlna.m3u8
CCTV14, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2027248901_dlna.m3u8
CCTV15, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2027249001_dlna.m3u8
CCTV16, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2027249301_dlna.m3u8
CCTV16, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2027249101_dlna.m3u8
CCTV17, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2027249401_dlna.m3u8
CCTV4K, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2029810301_dlna.m3u8
CCTV8K, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026774101_dlna.m3u8
CGTN, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024181701_dlna.m3u8
CGTN 纪录, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024182301_dlna.m3u8
CGTN 西语, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024182101_dlna.m3u8
CGTN 俄语, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024181901_dlna.m3u8
CGTN 法语, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024181801_dlna.m3u8
CGTN 阿拉伯语, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024182001_dlna.m3u8
CETV1, http://43.156.8.127:5050/ysp?id=2022823801&pid=600171827&q=fhd
兵器科技, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026874603_dlna.m3u8
风云剧场, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025637103_dlna.m3u8
央视台球, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026875003_dlna.m3u8
风云音乐, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026874503_dlna.m3u8
第一剧场, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026874203_dlna.m3u8
怀旧剧场, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026874303_dlna.m3u8
世界地理, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026874403_dlna.m3u8
卫生健康, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2025637003_dlna.m3u8
电视指南, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026875103_dlna.m3u8
风云足球, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026966203_dlna.m3u8
女性时尚, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026874803_dlna.m3u8
高尔夫•网球, http://43.152.31.17:843/hlslive-tx-cdn.ysp.cctv.cn/ysp/2026874703_dlna.m3u8





CCTV16, http://43.156.8.127:5050/ysp?id=2027249301&pid=600099502&q=fhd
CCTV1, http://43.156.8.127:5050/ysp?id=2024078201&pid=600001859&q=fhd
CCTV4K, http://43.156.8.127:5050/ysp?id=2027249501&pid=600002264&q=fhd
CCTV8K, http://43.156.8.127:5050/ysp?id=2026774101&pid=600156816&q=fhd
CCTV15, http://43.156.8.127:5050/ysp?id=2027249001&pid=600001815&q=fhd
CCTV17, http://43.156.8.127:5050/ysp?id=2027249401&pid=600001810&q=fhd
CCTV5+, http://43.156.8.127:5050/ysp?id=2024078001&pid=600001817&q=fhd
CCTV10, http://43.156.8.127:5050/ysp?id=2024078701&pid=600001805&q=fhd
CCTV11, http://43.156.8.127:5050/ysp?id=2027248701&pid=600001806&q=fhd
CCTV12, http://43.156.8.127:5050/ysp?id=2027248801&pid=600001807&q=fhd
CCTV13, http://43.156.8.127:5050/ysp?id=2029797203&pid=600001811&q=fhd
CCTV14, http://43.156.8.127:5050/ysp?id=2027248901&pid=600001809&q=fhd
CCTV16, http://43.156.8.127:5050/ysp?id=2027249101&pid=600098637&q=fhd
CCTV3, http://43.156.8.127:5050/ysp?id=2024068501&pid=600001801&q=fhd
CCTV2, http://43.156.8.127:5050/ysp?id=2024075401&pid=600001800&q=fhd
CCTV9, http://43.156.8.127:5050/ysp?id=2024078601&pid=600004078&q=fhd
CCTV8, http://43.156.8.127:5050/ysp?id=2029793001&pid=600001803&q=fhd
CCTV7, http://43.156.8.127:5050/ysp?id=2024072001&pid=600004092&q=fhd
CCTV6, http://43.156.8.127:5050/ysp?id=2013693901&pid=600108442&q=fhd
CCTV5, http://43.156.8.127:5050/ysp?id=2024078401&pid=600001818&q=fhd
CCTV4, http://43.156.8.127:5050/ysp?id=2029797103&pid=600001814&q=fhd




CCTV4, http://gslbserv.itv.cmvideo.cn/5000000011000031102/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=3
CCTV10, http://gslbserv.itv.cmvideo.cn/5000000004000012827/1.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=3
CCTV11, http://gslbserv.itv.cmvideo.cn/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=3
CCTV13, http://gslbserv.itv.cmvideo.cn/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=3
CCTV14, http://gslbserv.itv.cmvideo.cn/5000000004000006673/1.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=3
CCTV15, http://gslbserv.itv.cmvideo.cn/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=3
CETV1, http://gslbserv.itv.cmvideo.cn/5000000002000002652/1.m3u8?channel-id=bestzb&Contentid=5000000002000002652&livemode=1&stbId=3
CETV4, http://gslbserv.itv.cmvideo.cn/5000000011000031126/1.m3u8?channel-id=bestzb&Contentid=5000000011000031126&livemode=1&stbId=3
CCTV1, http://gslbserv.itv.cmvideo.cn/5000000004000002226/1.m3u8?channel-id=bestzb&Contentid=5000000004000002226&livemode=1&stbId=3




CGTN, https://0472.org/hls/cgtn.m3u8
CGTN 记录, https://0472.org/hls/cgtnd.m3u8
CGTN 西语, https://0472.org/hls/cgtnx.m3u8
CGTN 阿语, https://0472.org/hls/cgtna.m3u8
CGTN 俄语, https://0472.org/hls/cgtne.m3u8
CGTN 法语, https://0472.org/hls/cgtnf.m3u8



CGTN, https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 1, https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+ 2, https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV+ 2, https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8




CCTV1, http://112.123.206.32:808/hls/1/index.m3u8
CCTV2, http://112.123.206.32:808/hls/2/index.m3u8
CCTV3, http://183.11.239.36:808/hls/91/index.m3u8
CCTV4, http://183.11.239.36:808/hls/22/index.m3u8
CCTV5, http://183.11.239.36:808/hls/93/index.m3u8
CCTV12, http://183.11.239.36:808/hls/30/index.m3u8
CCTV15, http://183.11.239.36:808/hls/102/index.m3u8
CCTV16, http://183.11.239.36:808/hls/169/index.m3u8



CCTV1, http://ak6668768.zicp.io:8800/live1001.m3u8
CCTV5, http://ak6668768.zicp.io:8804/live1005.m3u8
CCTV10, http://ak6668768.zicp.io:8809/live1010.m3u8
CCTV11, http://ak6668768.zicp.io:8810/live1011.m3u8
CCTV13, http://ak6668768.zicp.io:8812/live1013.m3u8


CCTV2, http://112.46.105.20:8009/hls/502/index.m3u8
CCTV10, http://112.46.105.20:8009/hls/506/index.m3u8
CCTV5, http://112.46.105.20:8009/hls/503/index.m3u8
CCTV5, http://112.46.85.60:8009/hls/503/index.m3u8
CCTV15, http://112.46.85.60:8009/hls/15/index.m3u8


CCTV2, http://gmxw.7766.org:808/hls/20/index.m3u8
CCTV3, http://gmxw.7766.org:808/hls/91/index.m3u8
CCTV8, http://gmxw.7766.org:808/hls/96/index.m3u8
CCTV15, http://gmxw.7766.org:808/hls/102/index.m3u8
CCTV16, http://gmxw.7766.org:808/hls/169/index.m3u8




CCTV5, http://[2409:8087:1e02:20::1a]/000000001000/5000000010000016619/index.m3u8
CCTV12, http://[2409:8087:1e02:20::1a]/000000001000/5000000011000031107/index.m3u8



CCTV5+, http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV17, http://222.169.85.8:9901/tsfile/live/0007_1.m3u8

CCTV13, http://125.46.133.133:9999/rtp/225.1.4.113:1293
CCTV14, http://183.11.239.36:808/hls/32/index.m3u8
CCTV6, http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV12, http://153.0.169.80:888/hls/12/index.m3u8
CCTV13, http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8



CGTN, http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN 记录, https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN 俄语, http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
CGTN 西语, http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CCTV4 Europe, https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV4 America, https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
风云足球, https://stream1.freetv.fun/f5984a4a5c2d0b153f783bfe5878209ce03902d76521ede65c4c52f54d50284b.ctv
世界地理, http://120.76.248.139/live/bfgd/4200000177.m3u8
女性时尚, http://120.76.248.139/live/bfgd/4200000176.m3u8

CCTV1, http://49.87.154.246:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1, http://221.0.78.26:881/hls/50201/index.m3u8









国内|卫视 ,#genre#



北京卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001029/index.m3u8
东方卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001013/index.m3u8
江苏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
浙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
山东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8
河北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001229/index.m3u8
河南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001222/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
天津卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8
安徽卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001037/index.m3u8
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
广西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
湖北卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
东南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
湖南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
辽宁卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
黑龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
吉林卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
山西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001070/index.m3u8
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
陕西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8
新疆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
兵团卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001066/index.m3u8
三沙卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001185/index.m3u8







东方卫视,  https://5r5tv.71781011.xyz/stream/channelid/389444485?ticket=0d57d0f15827733a5dc034bf3c56e62c61ab13d8&profile=pass
北京卫视,  https://5r5tv.71781011.xyz/stream/channelid/1635513966?ticket=41f35a886ae9e0274397734bb25aa713b21e164a&profile=pass
江苏卫视,  https://5r5tv.71781011.xyz/stream/channelid/2135753971?ticket=42d67fb9a012921ef305948a0df1e538117df68e&profile=pass
浙江卫视, https://5r5tv.71781011.xyz/stream/channelid/991786513?ticket=c21835980a72d2342ee1bbbd84422f6751b0a681&profile=pass
山东卫视, https://5r5tv.71781011.xyz/stream/channelid/34338329?ticket=6c74a934fc99c5f3a2b62cafb82ef500f25f0cd9&profile=pass
河南卫视,  https://5r5tv.71781011.xyz/stream/channelid/397323987?ticket=d4b2dbc121b0948f765737bb004368f0ca0b2d38&profile=pass
深圳卫视,  https://5r5tv.71781011.xyz/stream/channelid/2001737508?ticket=38624a8645858bf229a70159ce0495e76643aecf&profile=pass
重庆卫视,  https://5r5tv.71781011.xyz/stream/channelid/1653741844?ticket=1af6b3aab32cb9944ef43c73b27d835fce33e16a&profile=pass
河北卫视,  https://5r5tv.71781011.xyz/stream/channelid/1902589464?ticket=d0900684fa2d03f4a8407ba002623b66938fb21e&profile=pass
天津卫视,  https://5r5tv.71781011.xyz/stream/channelid/869912914?ticket=2223f7364f917acbd9390fc96254ac0893dd3fd1&profile=pass
四川卫视,  https://5r5tv.71781011.xyz/stream/channelid/963148531?ticket=e1fc32873be14d7352bf6a225d74e1a87a73347a&profile=pass
湖北卫视,  https://5r5tv.71781011.xyz/stream/channelid/1689478629?ticket=5910cc0ce5fdaacc6bee1b06e8bb858f01b771a7&profile=pass
湖南卫视,  https://5r5tv.71781011.xyz/stream/channelid/642048008?ticket=75fd35ce4c57ed55775daa733bff2079c1fb7953&profile=pass
安徽卫视,  https://5r5tv.71781011.xyz/stream/channelid/2121817144?ticket=ff437e05c57b9c1eb88a16ced738e32b66beaf5f&profile=pass
云南卫视,  https://5r5tv.71781011.xyz/stream/channelid/1577581490?ticket=ddc8fb9ae04cb2c5e9e96c2607469839fdf98b8b&profile=pass
广东卫视, https://5r5tv.71781011.xyz/stream/channelid/489876387?ticket=f45d4e53cc0c37b94a0778648045b9a0ab887558&profile=pass
广西卫视,  https://5r5tv.71781011.xyz/stream/channelid/756411096?ticket=7f2a68627f90dcd80295364cac87326e54d0dfa9&profile=pass
海南卫视,  https://5r5tv.71781011.xyz/stream/channelid/218125378?ticket=fe0ac0e9ea0761b8e0c4286a74eaefa4261cd6e5&profile=pass
东南卫视, https://5r5tv.71781011.xyz/stream/channelid/947593159?ticket=41e8a4ca865b31cf40abb520fc81063517b65694&profile=pass
