

News,#genre#
Disney International HD, http://116.90.120.149:8000/play/a0e9/index.m3u8

Disney Junior East, https://fl41.moveonjoy.com/DISNEY_JR/index.m3u8
Disney XD, http://fl41.moveonjoy.com/DISNEY_XD/index.m3u8

ducktv, https://jmp2.uk/stvp-ESBC4700001GR

Iunior TV, https://5f22d76e220e1.streamlock.net/iuniortv/iuniortv/chunklist_w774879328.m3u8

Kartoon Channel, https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-kartoonchannel-samsungnz/playlist.m3u8
Ketchup TV, https://stream.ads.ottera.tv/playlist.m3u8?network_id=13171
Kiddiwinks, https://origin3.afxp.telemedia.co.za/PremiumFree/kiddiwinks/playlist.m3u8
Lego Channel, https://jmp2.uk/stvp-GBBC4300005AL

Lovetoons TV, https://kali1.everestcast.com:3674/stream/play.m3u8
MBC 3 USA, https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-3-usa/5d58265a862a476dc7f97694addb5ded/index.m3u8
MBC 5, https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel5/index.m3u8

Moonbug Kids, https://moonbug-rokuus.amagi.tv/playlist.m3u8
Nick Germany, https://0d26a00dfbb1.airspace-cdn.cbsivideo.com/nick1999/master/nick1999.m3u8
Nick HD+  [N24/7], https://nonprod-sports-cohort.jiocinema.com/bpk-tv/JC_NickHD/JCHLS/index.m3u8
Nick Jr India, https://prod-sports-north-gm.jiocinema.com/bpk-tv/Nick_Junior_voot_MOB/Fallback/index.m3u8
Nick Jr. East, https://fl41.moveonjoy.com/NICK_JR/index.m3u8

Nickelodeon, http://92.114.85.72:8000/play/a02o
Nickelodeon, http://23.237.104.106:8080/USA_NICKELODEON/index.m3u8

Ninja Kidz TV, https://playworksdigital-ninjakidztv-1-us.xumo.wurl.tv/playlist.m3u8

Polsat JimJam, http://185.236.229.62:9981/play/a07e
Pop Up, https://jmp2.uk/stvp-GB25000016G

Ryan and Friends, https://ryanandfriends-samsungau.amagi.tv/playlist.m3u8
SKWAD, https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=71

Super Simple Songs, https://janson-supersimplesongs-1-us.roku.wurl.tv/playlist.m3u8

TeenNick, https://fl41.moveonjoy.com/Teen_Nick/index.m3u8
Tiny Pop, https://amg01753-narrativeuk-amg01753c1-lg-gb-1830.playouts.now.amagi.tv/playlist/amg01753-narrativeuk-tinypop-lggb/playlist.m3u8

Tom And Jerry, https://live20.bozztv.com/giatvplayout7/giatv-208314/playlist.m3u8
Toon Goggles, https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=37

TVCARiB Kids & Teens  [N24/7], https://cdn.mycloudstream.io/hls/live/broadcast/nro19k2h/index.m3u8
TVOKids, https://bcovlive-a.akamaihd.net/rf86f817779524249abf842af6d16f55f/us-east-1/15364602001/playlist.m3u8
TVS Hi Tops, https://rpn.bozztv.com/gusa/gusa-hitops/index.m3u8

YAAAS!, https://jmp2.uk/stvp-GB340000289
Zoo Moo (Australia), https://zoomoo-samsungau.amagi.tv/playlist.m3u8









Lifestyle,#genre#
9Life, https://9now-livestreams.akamaized.net/hls/live/2008313/life-syd/master.m3u8
30A Luxe Life Discovered, https://30a-tv.com/feeds/vidaa/luxelife.m3u8
Antiques Road Trip, https://amg02333-pbs-amg02333c9-firetv-us-4249.playouts.now.amagi.tv/playlist.m3u8
Arewa 24, https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120428/arewa24/playlist.m3u8

BBC Lifestyle Asia, https://tv.ddns.vn/tv/bbclifestyle/index.m3u8

Biz TV, https://2-fss-1.streamhoster.com/pl_154/205722-2251224-1/playlist.m3u8
Bridezillas, https://run-br-uk.otteravision.com/run/br_uk/br_uk_720.m3u8

CineLife, https://magnolia-cinelife.amagi.tv/hls/amagi_hls_data_magnoliaA-cinelife-oando/CDN/playlist.m3u8
Cleo TV, https://fl41.moveonjoy.com/Cleo_TV/index.m3u8
Diva, https://origin3.afxp.telemedia.co.za/PremiumFree/diva/playlist.m3u8
Fashion TV, https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120685/fashiontvua/playlist.m3u8

FashionTV Europe, https://68f1accef2154d2195cae87dec183843.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/RakutenTV-eu_FashionTV/playlist.m3u8
FashionTV Europe HD, https://viamotionhsi.netplus.ch/live/eds/fashiontv/browser-HLS8/fashiontv.m3u8
FYI East, https://fl41.moveonjoy.com/FYI/index.m3u8
Global Fashion Channel, https://pubgfc.teleosmedia.com/linear/globalfashionchannel/globalfashionchannel/playlist.m3u8
Hobby Maker, https://lo3.gemporia.com/abrhobbymakerukgfx/smil:livestreamFullHD.smil/playlist.m3u8
Lighting Lives Blessing Nations Smart Life Style TV (LLBN), https://brightstar-sls-pull-secure.akamaized.net/brightstarsls/stream.m3u8
LNKTV Health, http://10tv.lincoln.ne.gov/live/live.m3u8
Localish, https://livetv-fa.tubi.video/localish/index.m3u8
Luxe TV, https://alchimie-luxe-fr-rakuten.amagi.tv/playlist.m3u8
Monte Carlo Digital Television, https://fl718492-exthls-p1.flovp.com/fl718492/live/live.m3u8
NDTV Good Times, https://amg01448-samsungin-ndtvgoodtimes-samsungin-ad-gp.amagi.tv/playlist/amg01448-samsungin-ndtvgoodtimes-samsungin/playlist.m3u8
Opportunities in Urban Renaissance Television (OURTV), https://hls-cdn.tvstartup.net/barakyah-channel/play/mp4:ourtvedge/playlist.m3u8
Plous TV, https://vcp.myplaytv.com/glowtv/glowtv/playlist.m3u8

Q TV Zambia, https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119689/qtv/playlist.m3u8
Revry, https://linear-43.frequency.stream/dist/24i/43/hls/master/playlist.m3u8
Revry News, https://linear-44.frequency.stream/dist/24i/44/hls/master/playlist.m3u8
Revry Queer, https://linear-43.frequency.stream/dist/galxy/43/hls/master/playlist.m3u8
So...Real, https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01201-cinedigmenterta-soreal-cineverse/playlist.m3u8
Superyacht TV, https://sy.wns.live/hls/stream.m3u8
The Beach Channel  [N24/7],#EXTVLCOPT:http-referrer=https://player.castr.com/
The Design Network, https://amg00441-amg00441c1-rakuten-us-6050.playouts.now.amagi.tv/playlist.m3u8

TV Kesehatan, https://5bf7b725107e5.streamlock.net/tvkesehatan/tvkesehatan/playlist.m3u8
















Movies,#genre#
24 Hour Free Movies, https://d1j2u714xk898n.cloudfront.net/scheduler/scheduleMaster/145.m3u8
30A TV Classic Movies, https://30a-tv.com/feeds/pzaz/30atvmovies.m3u8

Afriwood Blockbuster, https://origin3.afxp.telemedia.co.za/PremiumFree/afriwoodbb/playlist.m3u8
AMC, http://cors.tundracast.com:2000/https://streamer1.nexgen.bz/AMC/index.m3u8
AMC East, https://fl41.moveonjoy.com/AMC_NETWORK/index.m3u8

Bloody Disgusting TV, https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01201-cinedigmenterta-bloodydisgus-cineverse/playlist.m3u8
Bollywood HD, https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/bollywood-hd/manifest.m3u8
Canal 2 Movies, https://stream.ecable.tv/canal2m/tracks-v1a1/mono.m3u8
Charge!, https://fast-channels.sinclairstoryline.com/CHARGE/index.m3u8
Cine Romantico, https://stream.ads.ottera.tv/playlist.m3u8?network_id=656
Cine Sony, https://a-cdn.klowdtv.com/live1/cine_720p/playlist.m3u8
Cinema Hausa, https://origin3.afxp.telemedia.co.za/PremiumFree/cinemahausa/playlist.m3u8

CinemaWorld Vietnam, https://tv.ddns.vn/tv/cinemaworldhd/index.m3u8

Crave 1, https://fl41.moveonjoy.com/CRAVE_1/index.m3u8
Crave 2, https://fl41.moveonjoy.com/CRAVE_2/index.m3u8
Crave 3, https://fl41.moveonjoy.com/CRAVE_3/index.m3u8
Crave 4, https://fl41.moveonjoy.com/CRAVE_4/index.m3u8
CTB Perth Movies, https://movies.ctbperth.net.au/hls/stream.m3u8
DiscoverFilm, https://discoverfilm-discoverfilm-1-nl.samsung.wurl.tv/playlist.m3u8
Film4 HD, https://viamotionhsi.netplus.ch/live/eds/film4/browser-HLS8/film4.m3u8
Filmrise Forensic Files, https://livetv-fa.tubi.video/forensic-files/index.m3u8
Filmrise True Crime, https://livetv-fa.tubi.video/filmrise-true-crime/index.m3u8

Flou Cine, https://amg01768-flou-flou-canelatv-yri41.amagi.tv/playlist/amg01768-flou-flou-canelatv/playlist.m3u8
Freedom Movie Sphere, https://panel.freedomflixtv.org:3311/stream/play.m3u8
FX Movie Channel  [N24/7], https://tvpass.org/live/FXMovieChannel/hd
FXM East, https://fl41.moveonjoy.com/FX_MOVIE/index.m3u8
GREAT! movies, https://amg01753-narrativeuk-amg01753c3-lg-gb-1833.playouts.now.amagi.tv/playlist/amg01753-narrativeuk-greatmovies-lggb/playlist.m3u8
GREAT! Mystery, https://linear-861.frequency.stream/dist/lg-uk/861/hls/master/playlist.m3u8
GREAT! romance, https://amg01753-narrativeuk-amg01753c2-lg-gb-1832.playouts.now.amagi.tv/playlist/amg01753-narrativeuk-greatchristmas-lggb/playlist.m3u8

Hallmark Movies Mysteries East, https://fl41.moveonjoy.com/HALLMARK_MOVIES_MYSTERIES/index.m3u8
IFC East  [N24/7], https://tvpass.org/live/IFCEast/hd
iFilm English, https://live.presstv.ir/hls/ifilmen.m3u8
Lifetime Movies East, https://fl41.moveonjoy.com/LIFETIME_MOVIE_NETWORK/index.m3u8
Made in Hollywood, https://connection3-ent-nz.samsung.wurl.tv/playlist.m3u8
Maverick Black Cinema, https://maverick-maverick-black-cinema-3-us.roku.wurl.tv/playlist.m3u8

MBC 2, https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel2/index.m3u8
MBC Bollywood, https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-bollywood/546eb40d7dcf9a209255dd2496903764/index.m3u8
MGM+ East, https://fl41.moveonjoy.com/EPIX/index.m3u8
MGM+ Marquee, https://fl41.moveonjoy.com/EPIX_DRIVE_IN/index.m3u8
Movies Action, https://shls-live-enc.edgenextcdn.net/out/v1/46079e838e65490c8299f902a7731168/index.m3u8
Movies Thriller, https://shls-live-enc.edgenextcdn.net/out/v1/f6d718e841f8442f8374de47f18c93a7/index.m3u8
Movies!, https://dvrfl03.bozztv.com/hdirect/hdirect-ovair1-movies!/index.m3u8
MovieSphere, https://moviesphereuk-samsunguk.amagi.tv/playlist.m3u8

My Cinema, http://210.210.155.37/uq2663/h/h192/index.m3u8
MyTime Movie Network, https://mytime-tcl.amagi.tv/playlist.m3u8
NEW K.MOVIES, https://ec3b4b7e.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X05FV0tNT1ZJRVNfSExT/playlist.m3u8
Nolly Africa, https://amg02784-nollyafricafast-amg02784c1-cineverse-us-1124.playouts.now.amagi.tv/playlist/amg02784-nollyafricafast-nollyafricahd-cineverseus/playlist.m3u8
OuterMax East, https://fl41.moveonjoy.com/OUTER_MAX/index.m3u8

Rakuten Top Movies UK, https://0145451975a64b35866170fd2e8fa486.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-5987/master.m3u8
Rakuten TV Action Movies Finland, https://bca5a421a70c46ad911efd0a4767c4bf.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6075/master.m3u8
Rakuten TV Action Movies UK, https://54045f0c40fd442c8b06df076aaf1e85.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6065/master.m3u8
Rakuten TV Comedy Movies Finland, https://a300af98e00746e2acf2346f43e47bd1.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6191/master.m3u8
Rakuten TV Comedy Movies UK, https://9be783d652cd4b099cf63e1dc134c4a3.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6181/master.m3u8
Rakuten TV Drama Movies Finland, https://d7e8ee3c924d4305a0c1840fe94c5d36.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6102/master.m3u8
Rakuten TV Drama Movies UK, https://fee09fd665814f51b939b6d106cf5f66.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6093/master.m3u8
Rakuten TV Top Movies Finland, https://1d1b0d4cb6ae4c31985d13221795695b.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6057/master.m3u8
Revry Her, https://linear-73.frequency.stream/dist/24i/73/hls/master/playlist.m3u8
Sky Cinema Family HD, https://d17lsiabqrlwa2.cloudfront.net/pl_138/207480-6535776-1/playlist.m3u8
Star Movies HD, https://live.dinesh29.com.np/stream/jiotvplus/starmovieshd/master.m3u8
Star Movies Select HD, https://live.dinesh29.com.np/stream/jiotvplus/starmoviesselecthd/master.m3u8
Sundance TV East, https://fl41.moveonjoy.com/SUNDANCE/index.m3u8
The Film Detective, https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01201-cinedigmenterta-filmdetective-cineverse/playlist.m3u8

TVCARiB Cinema  [N24/7], https://cdn.mycloudstream.io/hls/live/broadcast/l3vslw4i/index.m3u8

TVS Film Noir Network, https://rpn.bozztv.com/trn01/gusa-TVSFilmNoir/index.m3u8

Victor Valley Movies  [N24/7], https://2-fss-2.streamhoster.com/pl_138/201950-5317556-1/playlist.m3u8
Zee Bollymovies, https://amg17931-zee-amg17931c8-samsung-th-6526.playouts.now.amagi.tv/playlist.m3u8











Cooking,#genre#
24Kitchen Serbia, http://91.132.74.5:8000/play/a00a

bon appétit, https://bonappetit-samsung.amagi.tv/playlist.m3u8
Chef Champion  [N24/7], https://rpn.bozztv.com/gusa/gusa-chefchampion/index.m3u8
Chef Roc Show  [N24/7], https://rpn.bozztv.com/gusa/gusa-chefrock/index.m3u8

Gusto TV, https://e75fc053c0d2406fb74cdd71d77e1a7f.mediatailor.us-east-1.amazonaws.com/v1/master/f4e8c53a8367a5b58e20ce054ea3ce25a3e904d3/RakutenTV-eu_GustoTV/playlist.m3u8
Hungry, https://food-us.xumo.wurl.tv/playlist.m3u8
iFood.TV, https://ifood-vizio.amagi.tv/playlist.m3u8

Tastemade, https://tastemade-tdint-rakuten.amagi.tv/playlist.m3u8
Tastemade Australia, https://tmint-aus-samsungau.amagi.tv/playlist.m3u8
Tastemade International, https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00047-tastemade-tmintlaus-samsungnz/playlist.m3u8
Tastemade Travel, https://amg00047-tastemade-amg00047c3-cineverse-us-1360.playouts.now.amagi.tv/playlist/amg00047-tastemadefast-tastemadetravel-cineverseus/playlist.m3u8









Outdoor,#genre#

30A Darcizzle Offshore, https://30a-tv.com/darcizzle.m3u8
AKC TV Meet The Breeds, https://install.akctvcontrol.com/speed/broadcast/139/desktop-playlist.m3u8
ANIMAL KINGDOM, https://cdn6.goprimetime.info/feed/202306140918/LC18/index.m3u8
Chive TV, https://linear-941.frequency.stream/dist/stirr/941/hls/master/playlist.m3u8
Hunt Channel, https://a-cdn.klowdtv.com/live2/huntchannel_720p/playlist.m3u8
Love Nature, https://bamus-klowdtv.amagi.tv/playlist.m3u8
Love Nature HD (1080i), http://78.130.250.2:8023/play/a02m/index.m3u8
Outside TV Plus, https://outsidetvplus-xumo.amagi.tv/playlist.m3u8















Sports,#genre#


ACCN, https://fl41.moveonjoy.com/ACC_NETWORK/index.m3u8
ACL Cornhole TV, https://1815337252.rsc.cdn77.org/HLS/CORNHOLETV.m3u8

AfroSport Nigeria, https://newproxy3.vidivu.tv/vidivu_afrosport/index.m3u8
Barca TV, https://live20.bozztv.com/dvrfl06/astv/astv-barca/index.m3u8
beIN Sports USA, http://fl41.moveonjoy.com/BEIN_SPORTS/index.m3u8



CampusLore, https://linear-235.frequency.stream/dist/glewedtv/235/hls/master/playlist.m3u8
CBS Sports Golazo Network, https://dai.google.com/linear/hls/event/GxrCGmwST0ixsrc_QgB6qw/master.m3u8

CBS Sports Network USA, https://fl41.moveonjoy.com/CBS_SPORTS_NETWORK/index.m3u8
DAZN Combat, https://dazn-combat-rakuten.amagi.tv/hls/amagi_hls_data_rakutenAA-dazn-combat-rakuten/CDN/master.m3u8
EDGESport, https://edgesports-sportstribal.amagi.tv/playlist.m3u8
Egg Network, http://210.210.155.37/uq2663/h/h22/index.m3u8

ESPN U, https://fl41.moveonjoy.com/ESPN_U/index.m3u8
FanDuel Sports Network, https://fl41.moveonjoy.com/PAC_12/index.m3u8
FB TV, http://1hskrdto.rocketcdn.com/fenerbahcetv.smil/playlist.m3u8

Fight Network, https://d12a2vxqkkh1bo.cloudfront.net/hls/main.m3u8
Fight Night, https://origin3.afxp.telemedia.co.za/PremiumFree/fightnight/playlist.m3u8
FL Sport, https://tvsw5-hls.secdn.net/tvsw5-chorigin/play/prod-8ce1fcb47fa7474d84640eb766f0ef38/playlist.m3u8
Fox Sports 2, http://23.237.104.106:8080/USA_FS2/index.m3u8
Fox Sports en Espanol, https://livetv-fa.tubi.video/fox-sports-espanol2/index.m3u8
Game+, https://a-cdn.klowdtv.com/live2/fntsy_720p/playlist.m3u8


GTV Sports +, https://g2qd3exjy7an-hls-live.5centscdn.com/gtvsport/ghanaweb.stream/playlist.m3u8
Hard Knocks  [N24/7], https://d3uyzhwvmemdyf.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/HardKnocks-SportsTribal/121.m3u8
Insight TV, https://insighttv-samsungau.amagi.tv/playlist.m3u8
KCMN-LD6, https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg02873-kravemedia-mtrspt1-distrotv/playlist.m3u8
Lacrosse TV, https://1840769862.rsc.cdn77.org/FTF/LSN_SCTE.m3u8

MLB Network, https://fl41.moveonjoy.com/MLB_NETWORK/index.m3u8
MSG, https://fl41.moveonjoy.com/MSG/index.m3u8
MSG Plus  [N24/7], https://tvpass.org/live/msg-plus/hd
MUTV, https://bcovlive-a.akamaihd.net/r2d2c4ca5bf57456fb1d16255c1a535c8/eu-west-1/6058004203001/playlist.m3u8
Nautical Channel, https://a-cdn.klowdtv.com/live2/nautical_720p/playlist.m3u8
NBA TV, https://amg00556-amg00556c3-firetv-us-6060.playouts.now.amagi.tv/playlist.m3u8
NBA TV Canada, http://user.scalecdn.co:8080/live/54706135/09221986/3092.m3u8
NBC Sports Bay Area  [N24/7], https://tvpass.org/live/nbc-sports-bay-area/hd

NFL Network, https://fl41.moveonjoy.com/NFL_NETWORK/index.m3u8
NFL RedZone, https://fl41.moveonjoy.com/NFL_RedZone/index.m3u8
NTA Sports 24, https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120427/ntasports/playlist.m3u8
One Golf, http://162.250.201.58:6211/pk/ONEGOLF/index.m3u8
Pac12 Insider, https://pac12-sportstribal.amagi.tv/playlist.m3u8

Poker Night in America, https://d2njbreu8qyfxo.cloudfront.net/scheduler/scheduleMaster/216.m3u8

Racing.com, https://racingvic-i.akamaized.net/hls/live/598695/racingvic/index1500.m3u8
S Sport, https://bcovlive-a.akamaihd.net/540fcb034b144b848e7ff887f61a293a/eu-central-1/6415845530001/profile_0/chunklist.m3u8
S Sport 2, https://bcovlive-a.akamaihd.net/29c60f23ea4840ba8726925a77fcfd0b/eu-central-1/6415845530001/profile_0/chunklist.m3u8
SKI TV  [N24/7], https://d2xeo83q8fcni6.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/SkiTV-SportsTribal/193.m3u8
Sky Racing 1, https://skylivetab-new.akamaized.net/hls/live/2038780/sky1/index.m3u8
Sky Racing 2, https://skylivetab-new.akamaized.net/hls/live/2038781/sky2/index.m3u8
Sky Thoroughbred Central, https://skylivetab-new.akamaized.net/hls/live/2038782/stcsd/index.m3u8

Sports Connect, https://origin3.afxp.telemedia.co.za/PremiumFree/sportsconnect/playlist.m3u8
SportsGrid, https://sportsgrid-tribal.amagi.tv/playlist.m3u8
Sportsman Channel, https://fl41.moveonjoy.com/SPORTSMAN_CHANNEL/index.m3u8
SportsNet New York (540p), https://fl41.moveonjoy.com/SNY/index.m3u8
Swerve Sports, https://linear-253.frequency.stream/dist/glewedtv/253/hls/master/playlist.m3u8
Ten Sports Pakistan, http://121.91.61.106:8000/play/a04h/index.m3u8
TSN1, https://fl41.moveonjoy.com/TSN_1/index.m3u8
TSN2, https://fl41.moveonjoy.com/TSN_2/index.m3u8
TSN3, https://fl41.moveonjoy.com/TSN_3/index.m3u8
TSN4, https://fl41.moveonjoy.com/TSN_4/index.m3u8
TSN5, https://fl41.moveonjoy.com/TSN_5/index.m3u8
W14DK-D 14.5 All Sports Television Network, https://2-fss-2.streamhoster.com/pl_118/204972-2205186-1/playlist.m3u8









Business,#genre#

Bloomberg TV Asia, https://bloomberg.com/media-manifest/streams/asia.m3u8
Bloomberg TV Asia Live Event, https://bloomberg.com/media-manifest/streams/asia-event.m3u8
Bloomberg TV Australia (270p), https://bloomberg.com/media-manifest/streams/aus.m3u8
Bloomberg TV EMEA Live Event, https://bloomberg.com/media-manifest/streams/eu-event.m3u8
Bloomberg TV Europe, https://bloomberg.com/media-manifest/streams/eu.m3u8
Bloomberg TV US, https://bloomberg-bloomberg-3-br.samsung.wurl.tv/manifest/playlist.m3u8
Bloomberg TV US Live Event, https://bloomberg.com/media-manifest/streams/us-event.m3u8
Bloomberg TV US Politics Live Event, https://bloomberg.com/media-manifest/streams/politics.m3u8
BNN Bloomberg, https://pe-ak-lp01a-9c9media.akamaized.net/live/News1BNNDigi/p/dash/00000001/1bba52dc66e4c68e/manifest.mpd
CNBC, https://fl41.moveonjoy.com/CNBC/index.m3u8


CNBC Europe HD, https://viamotionhsi.netplus.ch/live/eds/cnbc/browser-HLS8/cnbc.m3u8
Entrepreneur TV, https://amg01201-amg01201c31-cineverse-us-2915.playouts.now.amagi.tv/playlist/amg01201-cinedigmentertainment-entrepreneurtv-cineverseus/playlist.m3u8
ET Now, https://etnowweblive.akamaized.net/hls/live/2034678/ETNOWMSL4/chunklist_2.m3u8
HOY International Business Channel, https://hoytv-live-stream.hoy.tv/ch76/index-fhd.m3u8

TD Ameritrade Network, https://content.uplynk.com/channel/f9aafa1f132e40af9b9e7238bc18d128.m3u8









Music,#genre#
30A Music, https://30a-tv.com/music.m3u8
98.1 Pearl FM, https://live2.tensila.com/pearl-v-1.pearlfm/hls/live/mystream.m3u8
Afrobeats, https://stream.ecable.tv/afrobeats/index.m3u8
Amedia 1, http://31.148.48.15/A1/index.m3u8
AMusic Channel, http://mn-nl.mncdn.com/amusictv/amusicsrt.stream/playlist.m3u8

AXS TV, https://fl41.moveonjoy.com/Axs_TV/index.m3u8
B4U Music, https://cdnb4u.wiseplayout.com/B4U_Music/master.m3u8
Best of Dance TV, https://m1b2.worldcast.tv/dancetelevisionone/dancetelevisionone.m3u8
BOKTV  [N24/7], https://livestream2.bokradio.co.za/hls/Bok5c.m3u8
California Music Channel  [N24/7], https://cmc-ono.amagi.tv/hls/amagi_hls_data_cmcAAAAAA-cmc-ono/CDN/playlist.m3u8

Clubbing TV France, https://d1j2csarxnwazk.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-uze1m6xh4fiyr-ssai-prd/master.m3u8
CMT East, https://fl41.moveonjoy.com/CMT/index.m3u8

Cool FM 98.9, https://live2.tensila.com/cool-v-1.arubara/hls/master.m3u8
DanceHits80, http://dancehits80.denvs.ru:8080/index.m3u8
DanceTV Algorhythm, https://m2b2.worldcast.tv:7443/dancetelevisionfour/dancetelevisionfour.m3u8
DanceTV Chill AF, https://mbit1.worldcast.tv/dancetelevisioneight/multibit.m3u8
DanceTV Deep House District, https://m1b2.worldcast.tv/dancetelevisiontwo/dancetelevisiontwo.m3u8
DanceTV EDM Mainstage, https://mbit1.worldcast.tv/dancetelevisionseven/multibit.m3u8
DanceTV House Floor, https://m2b2.worldcast.tv:7443/dancetelevisionfive/dancetelevisionfive.m3u8
DanceTV Melodic Tech, https://mbit1.worldcast.tv/dancetelevisionnine/multibit.m3u8
DanceTV Minimal Tech, https://mbit1.worldcast.tv/dancetelevisionsix/multibit.m3u8
DanceTV Techno Warehouse, https://m2b2.worldcast.tv:7443/dancetelevisionthree/dancetelevisionthree.m3u8
Deluxe Dance, https://sdn-global-live-streaming-packager-cache.3qsdn.com/64733/64733_264_live.m3u8
Deluxe Rap, https://sdn-global-live-streaming-packager-cache.3qsdn.com/65183/65183_264_live.m3u8
Dijlah Tarab, https://ghaasiflu.online/tarab/index.m3u8


Galaxy TV  [N24/7],#EXTVLCOPT:http-referrer=https://player.castr.com/live_43351ad0f3b411ed81c78fcc31887c54
GMTV, https://livechannel.mdc.akamaized.net/stitch/livechannel/1341/master1400000.m3u8;session=live_stream_1341
Ground TV, https://panel.freedomflixtv.org:3764/hybrid/play.m3u8
Hype Visual Radio, https://streammix.alsolnet.com/hyperadio/live/playlist.m3u8
iHeartRadio 90s, https://iheart-iheart90s-1-us.xumo.wurl.tv/playlist.m3u8
iTV Afrobeats Music, https://ca1.buximedia.com/itv/afrobeats/tracks-v1a1/mono.m3u8
iTV Latin Music, https://ca1.buximedia.com/itv/latin/tracks-v1a1/mono.m3u8
iTV Turkish Music, https://ca1.buximedia.com/itv/turkish/tracks-v1a1/mono.m3u8
iTV Urban Music, https://ca1.buximedia.com/itv/love2/tracks-v1a1/mono.m3u8
JooMusic, https://livecdn.live247stream.com/joomusic/tv/playlist.m3u8
Juice TV  [N24/7], https://juicex.nz/hls/mystream.m3u8
Live99FM, https://media.streambrothers.com:1936/8014/8014/playlist.m3u8
LiveXLive, https://livestream.liveone.com/lc1/p1.m3u8
MBC FM, https://dbbv9umqcd7cs.cloudfront.net/out/v1/db15b75c3cc0400c91961468d6a232ac/index.m3u8
MBC Loud, https://d2lfa0y84k5bwn.cloudfront.net/out/v1/86dd4506a70c4d7fb35e2ab50296d9a3/index.m3u8
Mezzo, https://viamotionhsi.netplus.ch/live/eds/mezzo/browser-HLS8/mezzo.m3u8
Mighty TV (576p), http://mightytv.srfms.com:1935/mightytv/livestream/playlist.m3u8
Moinesti TV, https://flus.moinestifm.ro/ro.moinesti/index.m3u8


MTV Hits Europe, http://45.88.92.3/tr3_MTVHits_SD/index.m3u8?token=test
MTV Live, http://190.102.246.93:9005/play/a01p
MTV Live, https://fl41.moveonjoy.com/MTV_LIVE/index.m3u8


Much, https://fl41.moveonjoy.com/MUCH/index.m3u8
Muzzik FLASHBACK, https://muzzik-live.morescreens.com/mts-8/playlist.m3u8
Muzzik POP STAR, https://muzzik-live.morescreens.com/mts-3/playlist.m3u8
Muzzik SENSE, https://muzzik-live.morescreens.com/mts-7/playlist.m3u8
Muzzik ZZ TV, https://muzzik-live.morescreens.com/mts-a4/playlist.m3u8
MuzzOne (576p), https://hls.live.31kz.adapto.kz/muzzone/index.m3u8

NEW K-POP, https://newidco-newkid-1-eu.xiaomi.wurl.tv/playlist.m3u8
Nick Music, https://fl41.moveonjoy.com/NICK_MUSIC/index.m3u8
